,birdies,bogeys,double_bogeys,eagles,first_name,last_name,pars,position,round,round_score,start_date,strokes,tournament
296,8,3,0,0,Rickie,Fowler,6,2.0,1,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
297,6,0,0,0,Rickie,Fowler,12,2.0,2,-6,2017-06-01,66,the Memorial Tournament presented by Nationwide
298,3,3,0,0,Rickie,Fowler,12,2.0,3,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
299,4,2,0,0,Rickie,Fowler,12,2.0,4,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
300,2,4,0,0,Anirban,Lahiri,12,2.0,1,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
301,7,3,1,0,Anirban,Lahiri,7,2.0,2,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
302,6,3,0,0,Anirban,Lahiri,9,2.0,3,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
303,7,0,0,0,Anirban,Lahiri,11,2.0,4,-7,2017-06-01,65,the Memorial Tournament presented by Nationwide
304,6,1,0,0,Justin,Thomas,11,4.0,1,-5,2017-06-01,67,the Memorial Tournament presented by Nationwide
305,3,2,0,0,Justin,Thomas,13,4.0,2,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
306,4,1,0,0,Justin,Thomas,13,4.0,3,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
307,3,3,0,0,Justin,Thomas,12,4.0,4,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
308,3,0,0,0,Matt,Kuchar,15,4.0,1,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
309,4,2,0,0,Matt,Kuchar,12,4.0,2,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
310,6,1,0,0,Matt,Kuchar,11,4.0,3,-5,2017-06-01,67,the Memorial Tournament presented by Nationwide
311,3,4,0,0,Matt,Kuchar,11,4.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
312,4,2,0,0,Kevin,Kisner,12,6.0,1,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
313,4,1,0,0,Kevin,Kisner,13,6.0,2,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
314,5,3,0,0,Kevin,Kisner,10,6.0,3,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
315,2,3,0,1,Kevin,Kisner,12,6.0,4,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
316,2,4,0,0,Kyle,Stanley,12,6.0,1,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
317,6,3,0,1,Kyle,Stanley,8,6.0,2,-5,2017-06-01,67,the Memorial Tournament presented by Nationwide
318,2,3,0,1,Kyle,Stanley,12,6.0,3,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
319,6,4,0,1,Kyle,Stanley,7,6.0,4,-4,2017-06-01,68,the Memorial Tournament presented by Nationwide
320,4,2,0,1,Bubba,Watson,10,6.0,1,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
321,7,3,0,0,Bubba,Watson,8,6.0,2,-4,2017-06-01,68,the Memorial Tournament presented by Nationwide
322,5,3,0,1,Bubba,Watson,9,6.0,3,-4,2017-06-01,68,the Memorial Tournament presented by Nationwide
323,4,5,0,0,Bubba,Watson,9,6.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
324,3,5,0,0,James,Hahn,10,6.0,1,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
325,1,1,0,0,James,Hahn,16,6.0,2,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
326,10,3,0,0,James,Hahn,5,6.0,3,-7,2017-06-01,65,the Memorial Tournament presented by Nationwide
327,5,0,1,0,James,Hahn,12,6.0,4,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
328,8,2,0,0,Daniel,Summerhays,8,10.0,1,-6,2017-06-01,66,the Memorial Tournament presented by Nationwide
329,6,3,0,0,Daniel,Summerhays,9,10.0,2,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
330,5,1,0,0,Daniel,Summerhays,12,10.0,3,-4,2017-06-01,68,the Memorial Tournament presented by Nationwide
331,2,4,2,0,Daniel,Summerhays,10,10.0,4,6,2017-06-01,78,the Memorial Tournament presented by Nationwide
332,3,4,0,0,Graham,DeLaet,11,10.0,1,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
333,5,2,0,1,Graham,DeLaet,10,10.0,2,-5,2017-06-01,67,the Memorial Tournament presented by Nationwide
334,1,2,0,0,Graham,DeLaet,15,10.0,3,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
335,7,1,1,0,Graham,DeLaet,9,10.0,4,-4,2017-06-01,68,the Memorial Tournament presented by Nationwide
336,6,3,0,0,Jamie,Lovemark,9,10.0,1,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
337,4,1,0,0,Jamie,Lovemark,13,10.0,2,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
338,4,2,0,0,Jamie,Lovemark,12,10.0,3,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
339,5,4,1,0,Jamie,Lovemark,8,10.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
340,8,2,0,0,Jordan,Spieth,8,13.0,1,-6,2017-06-01,66,the Memorial Tournament presented by Nationwide
341,3,3,0,0,Jordan,Spieth,12,13.0,2,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
342,6,3,1,0,Jordan,Spieth,8,13.0,3,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
343,3,2,1,0,Jordan,Spieth,12,13.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
344,3,2,1,0,Kevin,Streelman,12,13.0,1,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
345,5,2,0,0,Kevin,Streelman,11,13.0,2,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
346,5,2,0,1,Kevin,Streelman,10,13.0,3,-5,2017-06-01,67,the Memorial Tournament presented by Nationwide
347,4,3,1,0,Kevin,Streelman,10,13.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
348,8,3,0,1,David,Lingmerth,6,15.0,1,-7,2017-06-01,65,the Memorial Tournament presented by Nationwide
349,2,4,0,0,David,Lingmerth,12,15.0,2,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
350,5,2,1,0,David,Lingmerth,10,15.0,3,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
351,3,2,1,0,David,Lingmerth,12,15.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
352,5,3,0,0,Marc,Leishman,10,15.0,1,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
353,4,2,0,0,Marc,Leishman,12,15.0,2,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
354,5,5,0,0,Marc,Leishman,8,15.0,3,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
355,4,3,0,0,Marc,Leishman,11,15.0,4,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
356,3,6,0,0,Jason,Day,9,15.0,1,3,2017-06-01,75,the Memorial Tournament presented by Nationwide
357,4,3,0,0,Jason,Day,11,15.0,2,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
358,5,2,0,1,Jason,Day,10,15.0,3,-5,2017-06-01,67,the Memorial Tournament presented by Nationwide
359,5,3,0,0,Jason,Day,10,15.0,4,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
360,3,3,0,0,Shane,Lowry,12,15.0,1,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
361,6,2,0,0,Shane,Lowry,10,15.0,2,-4,2017-06-01,68,the Memorial Tournament presented by Nationwide
362,6,4,0,0,Shane,Lowry,8,15.0,3,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
363,4,3,1,0,Shane,Lowry,10,15.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
364,4,3,1,0,Harold,Varner,10,19.0,1,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
365,4,3,0,0,Harold,Varner,11,19.0,2,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
366,5,5,0,1,Harold,Varner,7,19.0,3,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
367,2,2,0,1,Harold,Varner,13,19.0,4,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
368,3,3,0,1,Jim,Herman,11,19.0,1,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
369,2,4,0,0,Jim,Herman,12,19.0,2,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
370,5,0,0,0,Jim,Herman,13,19.0,3,-5,2017-06-01,67,the Memorial Tournament presented by Nationwide
371,3,4,0,0,Jim,Herman,11,19.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
372,5,3,0,0,Pat,Perez,10,19.0,1,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
373,4,2,1,0,Pat,Perez,11,19.0,2,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
374,5,2,0,0,Pat,Perez,11,19.0,3,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
375,1,2,0,0,Pat,Perez,15,19.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
376,4,0,1,0,Ricky,Barnes,13,22.0,1,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
377,1,6,0,0,Ricky,Barnes,11,22.0,2,5,2017-06-01,77,the Memorial Tournament presented by Nationwide
378,4,1,0,0,Ricky,Barnes,13,22.0,3,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
379,6,3,0,0,Ricky,Barnes,9,22.0,4,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
380,3,6,0,1,Ross,Fisher,8,22.0,1,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
381,6,3,0,0,Ross,Fisher,9,22.0,2,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
382,5,3,0,0,Ross,Fisher,10,22.0,3,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
383,4,5,0,0,Ross,Fisher,9,22.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
384,4,2,0,0,Phil,Mickelson,12,22.0,1,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
385,5,3,0,0,Phil,Mickelson,10,22.0,2,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
386,4,4,0,0,Phil,Mickelson,10,22.0,3,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
387,4,5,0,0,Phil,Mickelson,9,22.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
388,1,3,1,0,Peter,Uihlein,13,25.0,1,4,2017-06-01,76,the Memorial Tournament presented by Nationwide
389,6,3,1,1,Peter,Uihlein,7,25.0,2,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
390,8,4,0,0,Peter,Uihlein,6,25.0,3,-4,2017-06-01,68,the Memorial Tournament presented by Nationwide
391,4,1,2,0,Peter,Uihlein,11,25.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
392,4,2,1,0,Stewart,Cink,11,25.0,1,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
393,2,3,0,0,Stewart,Cink,13,25.0,2,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
394,7,3,0,0,Stewart,Cink,8,25.0,3,-4,2017-06-01,68,the Memorial Tournament presented by Nationwide
395,3,4,0,0,Stewart,Cink,11,25.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
396,4,0,2,0,Brett,Coletta,12,25.0,1,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
397,7,4,0,0,Brett,Coletta,7,25.0,2,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
398,2,2,0,0,Brett,Coletta,14,25.0,3,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
399,4,5,0,0,Brett,Coletta,9,25.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
400,6,0,1,0,Byeong-Hun,An,11,25.0,1,-4,2017-06-01,68,the Memorial Tournament presented by Nationwide
401,3,3,0,0,Byeong-Hun,An,12,25.0,2,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
402,4,3,0,0,Byeong-Hun,An,11,25.0,3,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
403,3,1,1,0,Byeong-Hun,An,12,25.0,4,3,2017-06-01,75,the Memorial Tournament presented by Nationwide
404,4,3,1,0,Bill,Haas,10,25.0,1,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
405,4,1,0,0,Bill,Haas,13,25.0,2,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
406,5,4,0,0,Bill,Haas,9,25.0,3,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
407,5,6,0,0,Bill,Haas,7,25.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
408,2,3,1,0,Bud,Cauley,12,25.0,1,3,2017-06-01,75,the Memorial Tournament presented by Nationwide
409,8,3,0,0,Bud,Cauley,7,25.0,2,-5,2017-06-01,67,the Memorial Tournament presented by Nationwide
410,4,2,0,0,Bud,Cauley,12,25.0,3,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
411,2,4,0,0,Bud,Cauley,12,25.0,4,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
412,3,5,1,0,Adam,Scott,9,31.0,1,4,2017-06-01,76,the Memorial Tournament presented by Nationwide
413,6,2,0,1,Adam,Scott,9,31.0,2,-6,2017-06-01,66,the Memorial Tournament presented by Nationwide
414,4,3,0,0,Adam,Scott,11,31.0,3,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
415,2,2,1,0,Adam,Scott,13,31.0,4,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
416,4,3,0,1,Brooks,Koepka,10,31.0,1,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
417,4,3,1,0,Brooks,Koepka,10,31.0,2,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
418,2,3,0,1,Brooks,Koepka,12,31.0,3,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
419,6,2,3,0,Brooks,Koepka,7,31.0,4,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
420,2,3,1,0,Jonas,Blixt,12,31.0,1,3,2017-06-01,75,the Memorial Tournament presented by Nationwide
421,3,2,0,1,Jonas,Blixt,12,31.0,2,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
422,7,3,1,0,Jonas,Blixt,7,31.0,3,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
423,4,5,0,0,Jonas,Blixt,9,31.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
424,2,1,0,0,Padraig,Harrington,15,31.0,1,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
425,5,4,0,0,Padraig,Harrington,9,31.0,2,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
426,2,4,0,1,Padraig,Harrington,11,31.0,3,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
427,2,3,0,0,Padraig,Harrington,13,31.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
428,5,4,1,1,Patrick,Cantlay,7,35.0,1,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
429,3,3,1,1,Patrick,Cantlay,10,35.0,2,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
430,3,5,0,0,Patrick,Cantlay,10,35.0,3,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
431,4,3,0,0,Patrick,Cantlay,11,35.0,4,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
432,3,1,1,0,Grayson,Murray,13,35.0,1,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
433,6,3,1,0,Grayson,Murray,8,35.0,2,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
434,5,4,0,0,Grayson,Murray,9,35.0,3,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
435,5,5,1,0,Grayson,Murray,7,35.0,4,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
436,3,4,0,0,Jason,Kokrak,11,35.0,1,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
437,7,2,0,0,Jason,Kokrak,9,35.0,2,-5,2017-06-01,67,the Memorial Tournament presented by Nationwide
438,6,2,1,0,Jason,Kokrak,9,35.0,3,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
439,2,4,2,0,Jason,Kokrak,10,35.0,4,6,2017-06-01,78,the Memorial Tournament presented by Nationwide
440,5,1,1,0,Charl,Schwartzel,11,35.0,1,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
441,2,1,0,0,Charl,Schwartzel,15,35.0,2,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
442,4,3,0,0,Charl,Schwartzel,11,35.0,3,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
443,3,3,2,0,Charl,Schwartzel,10,35.0,4,4,2017-06-01,76,the Memorial Tournament presented by Nationwide
444,5,4,0,0,Ben,Martin,9,35.0,1,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
445,2,2,1,0,Ben,Martin,13,35.0,2,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
446,4,3,0,0,Ben,Martin,11,35.0,3,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
447,4,4,0,0,Ben,Martin,10,35.0,4,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
448,0,2,0,0,Steve,Stricker,16,40.0,1,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
449,5,1,0,0,Steve,Stricker,12,40.0,2,-4,2017-06-01,68,the Memorial Tournament presented by Nationwide
450,5,2,0,0,Steve,Stricker,11,40.0,3,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
451,2,6,1,0,Steve,Stricker,9,40.0,4,6,2017-06-01,78,the Memorial Tournament presented by Nationwide
452,3,3,2,0,Cheng-Tsung,Pan,10,40.0,1,4,2017-06-01,76,the Memorial Tournament presented by Nationwide
453,6,2,0,0,Cheng-Tsung,Pan,10,40.0,2,-4,2017-06-01,68,the Memorial Tournament presented by Nationwide
454,6,4,0,0,Cheng-Tsung,Pan,8,40.0,3,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
455,1,2,1,0,Cheng-Tsung,Pan,14,40.0,4,3,2017-06-01,75,the Memorial Tournament presented by Nationwide
456,3,2,0,0,Emiliano,Grillo,13,40.0,1,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
457,7,1,1,0,Emiliano,Grillo,9,40.0,2,-4,2017-06-01,68,the Memorial Tournament presented by Nationwide
458,3,4,0,0,Emiliano,Grillo,11,40.0,3,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
459,3,8,0,0,Emiliano,Grillo,7,40.0,4,5,2017-06-01,77,the Memorial Tournament presented by Nationwide
460,4,4,1,0,Tony,Finau,9,40.0,1,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
461,7,3,1,0,Tony,Finau,6,40.0,2,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
462,6,2,0,0,Tony,Finau,10,40.0,3,-4,2017-06-01,68,the Memorial Tournament presented by Nationwide
463,4,1,1,0,Tony,Finau,11,40.0,4,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
464,1,1,2,0,Zach,Johnson,14,40.0,1,4,2017-06-01,76,the Memorial Tournament presented by Nationwide
465,5,4,0,0,Zach,Johnson,9,40.0,2,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
466,5,3,0,0,Zach,Johnson,10,40.0,3,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
467,3,1,1,0,Zach,Johnson,13,40.0,4,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
468,4,4,0,0,Charley,Hoffman,10,45.0,1,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
469,2,1,0,0,Charley,Hoffman,15,45.0,2,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
470,1,1,0,0,Charley,Hoffman,16,45.0,3,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
471,1,2,1,0,Charley,Hoffman,14,45.0,4,3,2017-06-01,75,the Memorial Tournament presented by Nationwide
472,5,1,1,0,Hideki,Matsuyama,11,45.0,1,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
473,4,4,1,0,Hideki,Matsuyama,9,45.0,2,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
474,2,1,1,0,Hideki,Matsuyama,13,45.0,3,4,2017-06-01,76,the Memorial Tournament presented by Nationwide
475,5,3,1,1,Hideki,Matsuyama,8,45.0,4,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
476,3,5,1,0,Mackenzie,Hughes,9,45.0,1,4,2017-06-01,76,the Memorial Tournament presented by Nationwide
477,3,1,0,0,Mackenzie,Hughes,14,45.0,2,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
478,6,2,1,0,Mackenzie,Hughes,9,45.0,3,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
479,2,4,0,0,Mackenzie,Hughes,12,45.0,4,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
480,5,0,0,0,Lucas,Glover,13,45.0,1,-5,2017-06-01,67,the Memorial Tournament presented by Nationwide
481,3,4,0,0,Lucas,Glover,11,45.0,2,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
482,2,2,0,0,Lucas,Glover,14,45.0,3,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
483,2,1,3,1,Lucas,Glover,10,45.0,4,6,2017-06-01,78,the Memorial Tournament presented by Nationwide
484,5,6,0,0,Danny,Lee,7,49.0,1,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
485,3,2,0,0,Danny,Lee,13,49.0,2,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
486,2,5,0,0,Danny,Lee,11,49.0,3,3,2017-06-01,75,the Memorial Tournament presented by Nationwide
487,3,3,0,0,Danny,Lee,12,49.0,4,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
488,4,1,0,0,Nick,Taylor,13,49.0,1,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
489,1,3,1,0,Nick,Taylor,13,49.0,2,4,2017-06-01,76,the Memorial Tournament presented by Nationwide
490,4,3,0,0,Nick,Taylor,11,49.0,3,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
491,2,5,0,0,Nick,Taylor,11,49.0,4,3,2017-06-01,75,the Memorial Tournament presented by Nationwide
492,4,4,0,0,Gary,Woodland,10,49.0,1,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
493,4,5,0,0,Gary,Woodland,9,49.0,2,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
494,4,2,1,0,Gary,Woodland,11,49.0,3,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
495,3,5,0,0,Gary,Woodland,10,49.0,4,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
496,4,5,1,0,Greg,Chalmers,8,52.0,1,3,2017-06-01,75,the Memorial Tournament presented by Nationwide
497,6,2,0,0,Greg,Chalmers,10,52.0,2,-4,2017-06-01,68,the Memorial Tournament presented by Nationwide
498,2,5,1,0,Greg,Chalmers,10,52.0,3,5,2017-06-01,77,the Memorial Tournament presented by Nationwide
499,5,5,0,0,Greg,Chalmers,8,52.0,4,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
500,1,4,0,2,Martin,Laird,11,52.0,1,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
501,5,1,0,0,Martin,Laird,12,52.0,2,-4,2017-06-01,68,the Memorial Tournament presented by Nationwide
502,3,6,0,0,Martin,Laird,9,52.0,3,3,2017-06-01,75,the Memorial Tournament presented by Nationwide
503,2,2,3,0,Martin,Laird,11,52.0,4,6,2017-06-01,78,the Memorial Tournament presented by Nationwide
504,4,2,0,0,Brian,Stuard,12,52.0,1,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
505,3,3,1,0,Brian,Stuard,11,52.0,2,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
506,4,3,0,0,Brian,Stuard,11,52.0,3,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
507,2,5,1,0,Brian,Stuard,10,52.0,4,5,2017-06-01,77,the Memorial Tournament presented by Nationwide
508,4,4,2,0,Kevin,Chappell,8,52.0,1,4,2017-06-01,76,the Memorial Tournament presented by Nationwide
509,5,4,0,1,Kevin,Chappell,8,52.0,2,-3,2017-06-01,69,the Memorial Tournament presented by Nationwide
510,4,3,0,0,Kevin,Chappell,11,52.0,3,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
511,1,5,0,0,Kevin,Chappell,12,52.0,4,4,2017-06-01,76,the Memorial Tournament presented by Nationwide
512,3,4,0,0,Sean,O'Hair,11,52.0,1,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
513,4,6,0,0,Sean,O'Hair,8,52.0,2,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
514,5,5,1,0,Sean,O'Hair,7,52.0,3,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
515,4,3,0,0,Sean,O'Hair,11,52.0,4,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
516,4,3,1,0,Patrick,Reed,9,57.0,1,4,2017-06-01,76,the Memorial Tournament presented by Nationwide
517,5,4,0,0,Patrick,Reed,9,57.0,2,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
518,1,2,1,0,Patrick,Reed,14,57.0,3,3,2017-06-01,75,the Memorial Tournament presented by Nationwide
519,2,1,0,0,Patrick,Reed,15,57.0,4,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
520,6,2,0,0,Sam,Saunders,10,57.0,1,-4,2017-06-01,68,the Memorial Tournament presented by Nationwide
521,3,3,1,0,Sam,Saunders,11,57.0,2,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
522,4,3,0,0,Sam,Saunders,11,57.0,3,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
523,2,8,1,0,Sam,Saunders,7,57.0,4,8,2017-06-01,80,the Memorial Tournament presented by Nationwide
524,3,1,1,0,Rod,Pampling,13,57.0,1,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
525,2,3,0,0,Rod,Pampling,13,57.0,2,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
526,3,5,2,0,Rod,Pampling,8,57.0,3,6,2017-06-01,78,the Memorial Tournament presented by Nationwide
527,4,2,0,0,Rod,Pampling,12,57.0,4,-2,2017-06-01,70,the Memorial Tournament presented by Nationwide
528,3,2,1,1,D.A.,Points,11,57.0,1,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
529,1,3,1,0,D.A.,Points,13,57.0,2,4,2017-06-01,76,the Memorial Tournament presented by Nationwide
530,4,2,0,0,D.A.,Points,11,57.0,3,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
531,4,3,1,0,D.A.,Points,10,57.0,4,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
532,3,3,1,0,Alex,Cejka,11,57.0,1,2,2017-06-01,74,the Memorial Tournament presented by Nationwide
533,3,4,1,1,Alex,Cejka,9,57.0,2,1,2017-06-01,73,the Memorial Tournament presented by Nationwide
534,1,4,0,0,Alex,Cejka,13,57.0,3,3,2017-06-01,75,the Memorial Tournament presented by Nationwide
535,3,2,0,0,Alex,Cejka,13,57.0,4,-1,2017-06-01,71,the Memorial Tournament presented by Nationwide
536,4,2,1,0,Brendan,Steele,11,57.0,1,0,2017-06-01,72,the Memorial Tournament presented by Nationwide
